,puma,Total_geo,Total_geo_m,Total_geo_f,Total_Avg_PINCP_mf_t,Total_Avg_PINCP_m,Total_Avg_PINCP_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_Avg_PINCP_mf_t,BABS_Avg_PINCP_m,BABS_Avg_PINCP_f,Total_HS,Total_HS_m,Total_HS_f,HS_Avg_PINCP_mf_t,HS_Avg_PINCP_m,HS_Avg_PINCP_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_Avg_PINCP_mf_t,HSINC_Avg_PINCP_m,HSINC_Avg_PINCP_f
0,Total Geo,3592782,2000255,1592527,81806.04076451062,93003.15770939205,67742.17299047363,1839476,935486,903990,107814.94118814271,129885.87689928016,84975.02994502151,1655769,991147,664622,55225.394058591504,61733.38321258098,45520.066931278234,97537,73622,23915,42525.18016752617,45322.78688435522,33912.786201129
1,Nassau County (Central)--Hempstead Town (Northeast) PUMA,29085,16295,12790,82481.18067732509,92311.63485731819,69956.76700547303,11779,6188,5591,98386.66270481366,112272.56787330317,83018.03791808263,17113,9914,7199,71797.67662011336,80500.34698406294,59812.918460897345,193,193,0,59041.45077720207,59041.45077720207,0.0
2,"Chenango, Delaware & Broome (East) Counties PUMA",29834,17048,12786,48334.88630421666,51081.781440638195,44672.35945565462,6893,3421,3472,60490.004352241405,67641.81876644256,53443.24251152074,20718,11696,9022,45579.537020947966,48460.14004787962,41845.16182664598,2223,1931,292,36324.13405308142,37622.863801139305,27735.616438356163
3,Cayuga & Onondaga (South) Counties PUMA,37163,21859,15304,57885.1294567177,65905.79729173338,46429.05403815996,11939,5943,5996,80848.57500628193,101472.94295810196,60406.51050700467,22776,13684,9092,47787.075386371616,54478.173268050276,37716.57567091949,2448,2232,216,39842.933006535946,41264.24731182796,25156.01851851852
4,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,824,348,476,46733.73786407767,52155.1724137931,42770.16806722689,0,0,0,#DIV/0!,0.0,0.0,824,348,476,46733.73786407767,52155.1724137931,42770.16806722689,0,0,0,#DIV/0!,0.0,0.0
5,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",18154,10605,7549,77300.43758951196,80167.18000942952,73273.17525500066,8355,3678,4677,87633.67324955117,96322.60467645459,80800.68419927303,8738,6155,2583,68612.09933623255,72384.13062550772,59623.770809136666,1061,772,289,67483.7700282752,65251.39896373057,73447.05882352941
6,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA",23918,13697,10221,61220.53056275608,66980.90092721034,53501.14959397319,11705,6537,5168,69573.95984621956,73689.81184029371,64367.82120743034,11504,6698,4806,54022.622566063976,62209.450582263366,42612.84852267998,709,462,247,40103.24400564175,41229.87012987013,37995.95141700405
7,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",32085,17585,14500,48800.13077762194,54484.69525163492,41906.12620689655,9186,3897,5289,55904.544959721316,66666.94893507827,47974.67385138968,21298,12533,8765,47184.166400600996,52741.09119923402,39238.36622932117,1601,1155,446,29534.459712679574,32301.445887445887,22368.83408071749
8,Erie County (Northwest) PUMA,36591,18988,17603,53422.521303052665,57368.6734779861,49165.88678066239,17127,7624,9503,58962.67449057045,66408.93756558237,52988.73892455014,18872,11115,7757,49264.69165960153,51349.00062977958,46278.0867603455,592,249,343,25686.638513513513,49279.076305220886,8559.766763848396
9,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,49716,26272,23444,181607.67595944967,223199.9668087698,134998.19527384406,45796,23343,22453,191389.34007336886,241996.0385554556,138776.6752772458,3700,2709,991,68600.27027027027,75627.90697674418,49389.50554994954,220,220,0,46000.0,46000.0,0.0
10,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",43809,21838,21971,138544.4833253441,149928.26815642457,127229.60948523053,39481,18792,20689,146864.83295762519,165620.82375478928,129828.60215573493,4328,3046,1282,62644.36229205176,53114.57649376231,85286.89547581904,0,0,0,#DIV/0!,0.0,0.0
11,Saratoga County (South & Central) PUMA,37532,20948,16584,82893.75199829479,94936.65505060149,67681.81681138447,21278,10708,10570,97339.03515367986,115351.52876354128,79091.37369914853,15588,9574,6014,65565.48049781883,76832.59661583455,47628.771200532094,666,666,0,26957.357357357356,26957.357357357356,0.0
12,Nassau County (South Central)--Hempstead Town (Southeast) PUMA,23153,13190,9963,102355.87781281043,124052.87695223655,73631.2548429188,13879,7779,6100,121029.63462785503,150658.72567168018,83245.25770491804,9103,5240,3863,74680.36251785126,86645.65267175573,58449.94046078178,171,171,0,60000.0,60000.0,0.0
13,Columbia & Greene Counties PUMA,28363,15158,13205,54660.10901526637,58343.19521044993,50432.299810677774,8426,3744,4682,74097.80192262046,77040.0267094017,71745.02755232806,18916,10748,8168,47194.88438359061,53015.661797543726,39535.516650342804,1021,666,355,32554.515181194907,39213.15315315315,20062.535211267605
14,NYC-Staten Island Community District 2--New Springville & South Beach PUMA,23398,12352,11046,80160.53380630823,92396.55845207254,66477.80916168749,9888,4242,5646,116482.45550161813,150335.93116454504,91047.37867516826,13058,7658,5400,52804.123908714966,61276.556542178114,40788.95925925926,452,452,0,75888.05309734514,75888.05309734514,0.0
15,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA,25201,16029,9172,149965.56204118885,181238.86162580323,95312.30004361099,18618,11447,7171,175294.39837791384,217193.48239713462,108411.28378189931,6361,4463,1898,79210.26882565634,91821.40264396147,49556.16438356164,222,119,103,53128.37837837838,76176.4705882353,26500.0
16,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,10218,6047,4171,81186.27715795655,88534.06317182074,70533.66099256773,4517,2058,2459,83868.40823555457,78580.22351797862,88294.2252948353,5420,3708,1712,81657.33948339484,98571.29989212514,45023.59813084112,281,281,0,28985.76512455516,28985.76512455516,0.0
17,Putnam County PUMA,26238,15377,10861,84958.49759890235,93060.6542238408,73487.46708406224,14781,7553,7228,100054.28726067248,115661.33721699986,83745.48146098506,11338,7705,3633,65536.74722173222,71410.8500973394,53078.733828791635,119,119,0,60361.34453781512,60361.34453781512,0.0
18,Nassau County (Northwest)--North Hempstead Town (North) PUMA,19430,12178,7252,156437.48728769942,198504.18935785844,85796.5195808053,14893,9087,5806,184030.15362922178,243707.353141851,90629.06648294868,4379,3021,1358,66998.01324503311,65860.74147633235,69527.9823269514,158,70,88,34398.73417721519,55000.0,18011.363636363636
19,NYC-Queens Community District 3--Jackson Heights & North Corona PUMA,5275,3023,2252,73671.83696682465,81406.05358914984,63289.71580817051,4197,2587,1610,81240.39552060996,89082.14147661383,68640.0248447205,1078,436,642,44205.00927643785,35860.091743119265,49872.27414330218,0,0,0,#DIV/0!,0.0,0.0
20,Rockland County (North)--New City & Congers PUMA,17112,9107,8005,100057.81556802244,121908.4857801691,75199.09556527171,10329,5094,5235,120059.05024687773,154913.91244601493,86142.9723018147,6503,3800,2703,70083.71674611718,81694.50263157894,53760.747317795045,280,213,67,58375.0,50000.0,85000.0
21,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",502,182,320,50912.47011952191,78600.0,35165.1875,502,182,320,50912.47011952191,78600.0,35165.1875,0,0,0,#DIV/0!,0.0,0.0,0,0,0,#DIV/0!,0.0,0.0
22,Orange County (Northwest) PUMA,21695,12243,9452,75414.22258584927,86050.99901984808,61636.603681760476,7190,2935,4255,110172.35340751043,153919.31209540035,79996.71915393654,13945,8844,5101,58154.66747938329,64640.23066485753,46910.14271711429,560,464,96,58938.392857142855,64851.293103448275,30359.375
23,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,35401,18589,16812,118550.62854156662,134940.49115068052,100428.38514156555,32006,16167,15839,123130.92888833344,141900.64885260098,103972.51846707494,2859,2269,590,84609.47569080097,93476.33318642573,50509.645762711865,536,153,383,26089.17910447761,14400.0,30758.74673629243
24,Dutchess County (Southwest) PUMA,37764,21962,15802,82149.67680860078,90933.92737455605,69941.11390963169,15680,8288,7392,113896.88329081633,122346.47804054055,104423.09523809524,20785,13126,7659,61595.014914601874,73785.78569251866,40702.462723593155,1299,548,751,27825.15781370285,26589.56204379562,28726.76431424767
25,Westchester County (Northwest) PUMA,28575,16472,12103,119102.0704111986,134742.49939290917,97815.68305378832,18987,10816,8171,142772.1373571391,166226.8953402367,111724.93844082732,9266,5334,3932,72754.70429527304,75587.99212598425,68911.17497456765,322,322,0,57086.95652173913,57086.95652173913,0.0
26,Nassau County (Southeast)--Oyster Bay Town (South) PUMA,31918,18104,13814,84879.12557177768,95756.30855059656,70623.98436368901,18013,9564,8449,100069.86509742963,114542.74989544124,83687.01858208072,13605,8240,5365,65390.2572583609,75376.98422330097,50051.83597390494,300,300,0,56596.666666666664,56596.666666666664,0.0
27,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,24494,12997,11497,113333.38940148609,144126.8361929676,78522.35800643647,16629,9114,7515,135047.33116844067,167848.4068466096,95267.0246174318,7694,3786,3908,67221.98726280218,88921.31801373481,46200.066530194475,171,97,74,76491.22807017544,70000.0,85000.0
28,Saratoga County (Outer) PUMA,41378,23597,17781,63045.06573541495,74648.38030258083,47646.41471233339,15158,7311,7847,81692.30901174297,105425.1798659554,59580.544157002674,23834,14653,9181,53769.99622388185,62951.13765099297,39116.77050430237,2386,1633,753,37230.771165129925,41819.54684629516,27279.282868525897
29,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,6140,3705,2435,69678.70684039088,67860.88529014845,72444.63244353182,3113,1466,1647,80176.0681015098,91511.10504774898,70086.71523983,2873,2085,788,58401.726418378,51231.79856115108,77372.9187817259,154,154,0,67863.63636363637,67863.63636363637,0.0
30,Erie County (South) PUMA,58402,32842,25560,64346.5670182528,75118.7204189757,50505.44565727699,23352,10816,12536,82384.99451867078,104943.55325443787,62921.5794511806,34461,21437,13024,52720.07240068483,61326.31170406307,38554.5355497543,589,589,0,29418.336162988115,29418.336162988115,0.0
31,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA",825,570,255,53887.51515151515,50223.15789473684,62078.43137254902,257,124,133,72770.4280155642,58580.645161290326,86000.0,517,395,122,46659.96131528047,49952.40506329114,36000.0,51,51,0,32000.0,32000.0,0.0
32,NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA,39486,22738,16748,87407.63835283392,96501.06508927786,75061.90530212563,28741,15028,13713,101156.32511046936,117468.14945435188,83280.28804783782,8360,5889,2471,53421.41961722488,58999.637969094925,40127.154997976526,2385,1821,564,40855.765199161426,44745.19494783086,28297.872340425532
33,Suffolk County (Central)--Brookhaven Town (Central) PUMA,32272,17286,14986,79789.05583787804,88739.4024065718,69465.04070465769,12478,6482,5996,98483.06058663248,114125.89170009256,81572.3148765844,19536,10672,8864,68137.069000819,73299.68890554723,61921.42373646209,258,132,126,57965.11627906977,90386.36363636363,24000.0
34,St. Lawrence County PUMA,28104,16100,12004,56335.70961428978,64099.6701242236,45922.533655448184,9050,4040,5010,70023.4155801105,91556.27202970297,52659.59520958084,17622,10997,6625,50293.69038701623,55663.26179867236,41380.607094339626,1432,1063,369,44183.98044692737,47025.83254938852,35997.28997289973
35,Genesee & Orleans Counties PUMA,32095,17984,14111,50523.620065430754,58786.60286921708,39992.723407270925,8182,3657,4525,68125.30628208262,91486.54252119224,49245.29723756906,22482,13135,9347,45438.5432790677,52272.248191853825,35835.385685246605,1431,1192,239,29772.88609364081,30248.322147651008,27401.673640167362
36,Monroe County (Central)--Rochester City (West) PUMA,10986,5800,5186,52661.94948115784,60042.472413793104,44407.60451214809,5069,2344,2725,48870.1690668771,47917.06484641638,49690.01357798165,5641,3370,2271,57906.273710335045,69689.53709198812,40420.761778952,276,86,190,15115.942028985508,12500.0,16300.0
37,Wayne & Seneca Counties PUMA,38927,21544,17383,51612.88447607059,60130.72317118455,41056.11540010355,9678,3893,5785,68809.29861541641,95263.65014127921,51006.91477960242,26504,15222,11282,45280.77241171144,52191.82367625805,35956.18259173905,2745,2429,316,52122.684881602916,53573.886372993,40967.72151898734
38,Warren & Washington Counties PUMA,39002,21585,17417,52346.008999538484,57365.92883947185,46124.79009014182,11073,4154,6919,71723.73701797164,91661.16995666827,59753.785229079345,26639,16344,10295,45078.74180712489,49760.668991678904,37645.869742593495,1290,1087,203,36084.88372093023,40657.497700092,11600.0
39,Erie County (North Central) PUMA,30337,17559,12778,73709.49016053004,87320.67230480096,55005.565659727654,17277,9724,7553,84618.93401632228,102708.0013368984,61330.42737984907,12458,7386,5072,59933.81602183336,70096.54481451394,45134.54258675079,602,449,153,45694.352159468435,37412.026726057906,70000.0
40,"Clinton, Franklin, Essex & Hamilton Counties PUMA",48070,26900,21170,53137.419575618886,60766.9936802974,43442.778885214924,12430,5720,6710,72913.02220434434,88741.64685314686,59419.768405365125,32228,18393,13835,47834.26191510488,56278.94361985538,36607.44365739068,3412,2787,625,31185.31652989449,32971.40294223179,23220.8
41,Dutchess County (North & East) PUMA,34614,19527,15087,71708.80684116253,78817.18400163876,62508.48333001922,12752,6285,6467,101590.00235257215,118151.58790771679,85494.50749961342,19892,11552,8340,55390.444902473355,62364.112015235456,45730.99616306955,1970,1690,280,43058.9847715736,45000.11834319527,31342.85714285714
42,Tompkins County PUMA,24121,13984,10137,60454.25770075867,62402.58581235698,57766.53743711157,12453,6484,5969,75288.50317192644,82567.4059222702,67381.5831797621,11321,7153,4168,45345.71327621235,46131.70697609395,43996.813819577736,347,347,0,21010.374639769452,21010.374639769452,0.0
43,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA",40404,22998,17406,157963.51994851994,184011.61231411426,123546.9952889808,37313,20758,16555,163115.83791171978,192561.90673475288,126193.97160978556,3091,2240,851,95767.32449045616,104776.33928571429,72053.81903642773,0,0,0,#DIV/0!,0.0,0.0
44,Onondaga County (Central)--Syracuse City PUMA,22297,11967,10330,61926.1964838319,59736.720982702434,64462.63920619555,11081,5270,5811,75458.38200523419,64621.08159392789,85286.73739459645,10387,5868,4519,49641.289303937614,58849.05248807089,37684.84886036734,829,829,0,34969.84318455971,34969.84318455971,0.0
45,Suffolk County (South Central)--Brookhaven Town (South) PUMA,29335,16571,12764,65122.69405147435,67586.44197694768,61924.10686305234,9278,3970,5308,77741.77840051736,69587.58942065491,83840.52185380558,19728,12334,7394,59097.62824412003,66644.41381546944,46508.765215039224,329,267,62,70541.03343465045,81348.31460674158,24000.0
46,Suffolk County (Northwest)--Smithtown Town PUMA,32426,18969,13457,109096.55276629864,117611.43813590595,97093.96225013005,19957,11334,8623,118948.62103522573,134566.33580377625,98420.82569871274,12372,7538,4834,93989.18444875526,93515.98832581587,94727.0728175424,97,97,0,9000.0,9000.0,0.0
47,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,37706,21635,16071,52307.42982549196,54336.800415992606,49575.463381245725,9928,4223,5705,75925.75735294117,82826.51361591286,70817.62524101665,25897,15725,10172,44069.99575240375,48136.97678855326,37782.80770743217,1881,1687,194,41059.19723551303,40809.92886781268,43226.80412371134
48,NYC-Queens Community District 2--Sunnyside & Woodside PUMA,13730,8030,5700,82122.81063364894,76017.93399750935,90723.18947368421,10079,5557,4522,90976.51453517214,84272.16303761023,99215.36488279523,3256,2365,891,55763.08353808354,56466.638477801265,53895.622895622895,395,108,287,73491.89873417722,79444.44444444444,71251.91637630662
49,Onondaga County (Central)--Syracuse City (Outer) PUMA,51251,27372,23879,64409.732532048154,76986.70575770861,49993.01026006114,24822,12907,11915,86062.06067198452,108138.41698303247,62147.70642047839,24888,13192,11696,45239.77949212472,51369.23605215282,38326.3226744186,1541,1273,268,25245.360155743023,26610.054988216812,18763.059701492537
50,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,27942,15677,12265,52997.65156395391,58451.35612680997,46026.781084386464,11684,6153,5531,71369.56093803492,86880.60620835365,54114.189115892244,14720,8498,6222,40126.73097826087,41475.02824193928,38285.22822243652,1538,1026,512,36614.40182054616,28567.98245614035,52738.671875
51,Erie County (West Central)--Buffalo City (West) PUMA,22419,11471,10948,62809.89607029752,73912.54554964694,51176.858786993056,12302,6126,6176,74915.40643797757,88414.92817499184,61525.17487046632,9081,4356,4725,48495.20207025658,59902.561983471074,37978.70264550264,1036,989,47,44537.45173745174,45789.07987866532,18200.0
52,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA",28819,16963,11856,47835.35820118672,51491.871013382064,42603.79385964912,6749,3597,3152,68655.32375166692,75334.53711426188,61033.13769035533,19670,11299,8371,42506.82033553635,46752.50252234711,36776.087683669815,2400,2067,333,32959.68833333333,35907.959361393325,14659.159159159159
53,Monroe County (North & West) PUMA,36613,20689,15924,64972.73277251249,75413.73599497318,51407.42784476262,16081,7841,8240,80062.29674771469,100695.25494197168,60428.43446601942,19896,12694,7202,53871.09826095698,59758.41263589097,43494.31838378228,636,154,482,30731.918238993712,78636.36363636363,15426.348547717842
54,NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA,17377,8935,8442,102958.18035334062,88013.34079462787,118775.77588249231,15529,8058,7471,108430.76824006697,92296.05361131794,125833.19502074689,1463,735,728,57102.93916609706,50345.034013605444,63925.82417582418,385,142,243,56470.90909090909,39957.74647887324,66120.57613168724
55,Cattaraugus & Allegany Counties PUMA,35461,20809,14652,45899.0494909901,50768.326493344226,38983.62598962599,8625,4325,4300,61649.08707246377,67793.58520231214,55468.86511627907,25110,15127,9983,41750.93341298288,47747.57519666821,32664.366222578385,1726,1357,369,27541.64542294322,30179.27781871776,17841.734417344174
56,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA",13006,6470,6536,89603.41211748424,99366.12519319938,79939.28212974296,8155,3461,4694,100110.63372164316,112333.53655013003,91098.3911376225,4851,3009,1842,71939.75675118533,84450.8009305417,51502.33441910966,0,0,0,#DIV/0!,0.0,0.0
57,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,30942,17067,13875,51653.5582703122,58352.43921017167,43413.57261261261,10903,5168,5735,67597.27506190956,86536.22291021672,50530.75675675676,19489,11525,7964,43522.19764995638,46818.1240780911,38752.54018081366,550,374,176,23722.18181818182,24339.57219251337,22410.227272727272
58,Suffolk County (Southwest)--Babylon Town (Southeast) PUMA,24469,14175,10294,79781.5048428624,88272.1666313933,68089.72993977074,11191,5748,5443,94928.170136717,106923.4711203897,82260.70916773837,12982,8365,4617,67493.76752426436,75420.90257023311,53131.522633744855,296,62,234,46041.89189189189,93000.0,33600.0
59,Jefferson & Lewis Counties PUMA,38071,22536,15535,49967.89361981561,53217.23526801562,45254.20431284197,8736,3552,5184,72013.80173992674,76376.41047297297,69024.60686728395,28476,18330,10146,43282.29056047198,48629.89110747408,33621.190814113936,859,654,205,47390.6868451688,56007.186544342505,19901.951219512193
60,NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA,13378,8107,5271,71438.84362386007,77366.1329715061,62322.44545627016,9717,5039,4678,77153.81393434187,88291.92300059536,65156.17999144934,2982,2574,408,64216.14352783367,67990.10878010879,40406.86274509804,679,494,185,21373.63770250368,14772.672064777327,39000.0
61,Schenectady County--Schenectady City PUMA,39608,21090,18518,57056.88537669158,60079.88553816975,53614.01501242035,16983,7973,9010,72502.93210857917,79739.63953342532,66099.12874583795,21349,11954,9395,45467.385826034006,48475.626568512635,41639.763704097924,1276,1163,113,45382.91536050157,44576.956147893376,53677.87610619469
62,NYC-Queens Community District 1--Astoria & Long Island City PUMA,31800,19123,12677,77609.24911949686,84427.01218428071,67324.79040782519,25587,14650,10937,81137.75440653457,91529.88764505119,67217.59787876018,6089,4473,1616,63237.707341106914,61163.62620165437,68978.650990099,124,0,124,55225.8064516129,0.0,55225.8064516129
63,Suffolk County (North Central)--Brookhaven Town (North) PUMA,28038,15561,12477,102820.94115129467,120997.90309106099,80151.09224973952,15410,8338,7072,129020.20687865022,157948.6699448309,94913.09078054299,11915,6715,5200,73567.10029374738,82472.1072226359,62067.653846153844,713,508,205,25442.01963534362,23764.094488188977,29600.0
64,Fulton & Montgomery Counties PUMA,31697,17368,14329,51901.116509448846,54381.45842929526,48894.72538209226,8137,3340,4797,72961.52513211257,79082.21856287424,68699.8790910986,21623,12580,9043,46250.67566942608,50815.91891891892,39899.823067566074,1937,1448,489,26506.65978316985,28382.803867403316,20951.124744376277
65,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,1274,532,742,75062.79434850863,86093.98496240602,67153.63881401617,1134,392,742,72173.721340388,81676.02040816327,67153.63881401617,140,140,0,98464.28571428571,98464.28571428571,0.0,0,0,0,#DIV/0!,0.0,0.0
66,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA",22698,13784,8914,106969.35505330867,125795.64139582124,77857.67332286292,15985,10126,5859,122129.31998748827,142904.96543551254,86223.1609489674,6559,3504,3055,70940.88138435737,78898.24229452055,61814.009819967265,154,154,0,67870.12987012987,67870.12987012987,0.0
67,Oswego County PUMA,35779,21274,14505,53276.97151960647,60537.2878631193,42628.507549120994,7835,3612,4223,66434.91895341416,81051.85215946844,53932.82026995027,26012,16220,9792,51323.64962325081,59060.01060419236,38508.72160947712,1932,1442,490,26215.52795031056,25768.099861303745,27532.244897959183
68,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA",18552,8875,9677,72148.4452350151,77873.05645070423,66898.27219179498,15391,7116,8275,74873.07166525892,80520.59808881395,70016.54018126888,2984,1582,1402,60002.18163538874,70201.51706700379,48493.37375178317,177,177,0,40000.0,40000.0,0.0
69,Monroe County (Central)--Rochester City (East) PUMA,15966,8092,7874,53904.104096204435,64057.56673257538,43469.53213106426,8658,4451,4207,68595.01963501963,82136.55807683666,54268.09127644402,6413,3146,3267,37569.606424450336,41854.11633820725,33443.78206305479,895,495,400,28830.569832402234,42608.0,11781.0
70,Westchester County (Northeast) PUMA,32652,18892,13760,150388.63650006126,197870.37587338555,85197.86468023255,23554,13443,10111,175147.97783815913,235965.04946812466,94289.12174859064,8687,5112,3575,83826.57868078738,100342.52366979656,60209.93230769231,411,337,74,138327.9805352798,157679.52522255192,50200.0
71,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA",451,142,309,52367.538802660754,49977.18309859155,53466.01941747573,249,105,144,71055.2610441767,51731.04761904762,85145.83333333333,130,37,93,26192.30769230769,45000.0,18709.677419354837,72,0,72,35000.0,0.0,35000.0
72,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA",14944,8945,5999,78393.27690042826,86263.56176634991,66658.03800633439,7474,4001,3473,87647.85790741237,100607.12821794552,72718.39044054132,6874,4348,2526,69497.38725632819,75987.6816927323,58325.65320665083,596,596,0,64939.597315436244,64939.597315436244,0.0
73,Onondaga County (North) PUMA,43631,23302,20329,63307.47810043318,69777.94528366663,55890.74209257711,17567,8475,9092,83991.84715660044,97239.43351032448,71643.26660800703,24845,13900,10945,50073.334594485816,55064.638992805754,43734.44641388762,1219,927,292,34956.35767022149,39334.4120819849,21057.534246575342
74,Suffolk County (Central)--Brookhaven Town (West Central) PUMA,28058,16213,11845,73220.56490127592,83544.53216554617,59089.498522583366,9353,4849,4504,93166.9485726505,113496.78284182305,71279.87788632327,17645,10957,6688,62482.73165202607,69250.76206990964,51394.617224880385,1060,407,653,75966.35849056604,111501.2285012285,53818.284839203676
75,Monroe County (South) PUMA,45457,26149,19308,80197.6074091999,93332.20463497649,62409.30293142739,31126,16816,14310,94677.78773372743,114852.16282112274,70970.42983927323,13836,8903,4933,49054.87995085285,55127.46815680108,38095.1692681938,495,430,65,40158.58585858586,42767.441860465115,22900.0
